taxon_name,subphylum,class,order,suborder,superfamily,family,taxon_subfamily,taxon_genus,fad_int,lad_int,fad_age,lad_age,max_length,calc_max_vol
Yalongia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Balatonospiridae,Yalongiinae,Yalongia,Anisian,Ladinian,247.2,237,17.41,1287.500238
Dispiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Lepismatinidae,Dispiriferininae,Dispiriferina,Hettangian,Toarcian,201.3,174.1,25.635,3940.747388
Qingyenia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Lepismatinidae,Dispiriferininae,Qingyenia,Anisian,Ladinian,247.2,237,8.425,157.8844198
Altoplicatella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Lepismatinidae,Lepismatininae,Altoplicatella,Anisian,Ladinian,247.2,237,9.26,207.491174
Lepismatina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Lepismatinidae,Lepismatininae,Lepismatina,Anisian,Rhaetian,247.2,201.3,12.86,536.2653515
Pseudolepismatina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Lepismatinidae,Lepismatininae,Pseudolepismatina,Induan,Rhaetian,251.9,201.3,25.93,4073.294608
Pseudocyrtina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Lepismatinidae,Pseudocyrtininae,Pseudocyrtina,Norian,Norian,227,208.5,34.51,9308.370942
Callispirina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Paraspiriferinidae,,Callispirina,Roadian,Changhsingian,272.95,251.9,18,1417.733562
Lamniplica,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Paraspiriferinidae,,Lamniplica,Asselian,Asselian,298.9,295,23.25,2971.387422
Paraspiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Paraspiriferinidae,,Paraspiriferina,Asselian,Changhsingian,298.9,251.9,17.84,1381.603161
Yaonoiella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Paraspiriferinidae,,Yaonoiella,Capitanian,Capitanian,265.1,259.1,30.12,6281.006696
Zaissania,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Paraspiriferinidae,,Zaissania,Moscovian,Kungurian,315.2,272.95,23.58,3094.968405
Callospiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Pennospiriferinidae,Pennospiriferininae,Callospiriferina,Hettangian,Toarcian,201.3,174.1,21.47,2360.195723
Pennospiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Pennospiriferinidae,Pennospiriferininae,Pennospiriferina,Ladinian,Rhaetian,242,201.3,40.28,14554.78444
Arionthia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Pennospiriferinidae,Punctospirellinae,Arionthia,Wuchiapingian,Changhsingian,259.1,251.9,52.13,30677.62104
Laioporella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Pennospiriferinidae,Punctospirellinae,Laioporella,Bashkirian,Gzhelian,323.2,298.9,33.32,8410.290614
Punctospirella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Pennospiriferinidae,Punctospirellinae,Punctospirella,Anisian,Ladinian,247.2,237,12.83,532.6563383
Xestotrema,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Pennospiriferinidae,Punctospirellinae,Xestotrema,Bashkirian,Changhsingian,323.2,259.1,60.59,47386.98586
Alipunctifera,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Punctospiriferidae,,Alipunctifera,Ladinian,Ladinian,242,237,62.09,50858.82157
Lamnaespina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Punctospiriferidae,,Lamnaespina,Wordian,Wordian,268.8,265.1,15.5,920.0977688
Liriplica,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Punctospiriferidae,,Liriplica,Bashkirian,Gzhelian,323.2,298.9,34.67,9433.696052
Punctospirifer,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Punctospiriferidae,,Punctospirifer,Famennian,Visean,372.2,330.9,20.15,1964.597709
Pustulospiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Punctospiriferidae,,Pustulospiriferina,Artinskian,Artinskian,290.1,283.5,23.84,3194.66772
Yangkongia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Punctospiriferidae,,Yangkongia,Anisian,Ladinian,247.2,237,20.04,1933.749208
Ziganella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Punctospiriferidae,,Ziganella,Famennian,Famennian,372.2,358.9,25.26,3776.370656
Altiplecus,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Reticulariinidae,,Altiplecus,Asselian,Kungurian,298.9,272.95,27.57,4863.538018
Gjelispinifera,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Reticulariinidae,,Gjelispinifera,Bashkirian,Gzhelian,323.2,298.9,26.37,4276.357638
Reticulariina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Reticulariinidae,,Reticulariina,Visean,Changhsingian,346.7,251.9,19.92,1900.459591
Spinuliplica,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Reticulariinidae,,Spinuliplica,Bashkirian,Gzhelian,323.2,298.9,35.71,10275.29017
Sarganostega,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Sarganostegidae,,Sarganostega,Roadian,Changhsingian,272.95,251.9,18.56,1549.045452
Crenispirifer,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiriferellinidae,,Crenispirifer,Bashkirian,Changhsingian,323.2,251.9,28.81,5523.242582
Lancangjiangia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiriferellinidae,,Lancangjiangia,Norian,Rhaetian,227,201.3,13.8,657.6009747
Metriolepis,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiriferellinidae,,Metriolepis,Asselian,Changhsingian,298.9,251.9,27.57,4863.538018
Pseudospiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiriferellinidae,,Pseudospiriferina,Anisian,Ladinian,247.2,237,28.21,5197.177146
Spiriferellina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiriferellinidae,,Spiriferellina,Tournaisian,Changhsingian,358.9,251.9,15.14,859.659185
Sulcispiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiriferellinidae,,Sulcispiriferina,Roadian,Capitanian,272.95,259.1,30.49,6506.688687
Tulungospirifer,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiriferellinidae,,Tulungospirifer,Anisian,Anisian,247.2,242,19.3,1734.426136
Spiropunctifera,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Pennospiriferinoidea,Spiropunctiferidae,,Spiropunctifera,Visean,Visean,346.7,330.9,27.03,4593.189084
Jiangdaspirifer,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Sinucostidae,Jiangdaspiriferinae,Jiangdaspirifer,Carnian,Rhaetian,237,201.3,5.01,35.13089713
Mentzeliopsis,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Sinucostidae,Sinucostinae,Mentzeliopsis,Ladinian,Ladinian,242,237,27.16,4657.350214
Qispiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Sinucostidae,Sinucostinae,Qispiriferina,Anisian,Ladinian,247.2,237,24.92,3631.27106
Sinucosta,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Sinucostidae,Sinucostinae,Sinucosta,Anisian,Rhaetian,247.2,201.3,19.92,1900.459591
Madoia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Mentzeliinae,Madoia,Anisian,Ladinian,247.2,237,15.44,909.837716
Mentzelia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Mentzeliinae,Mentzelia,Anisian,Rhaetian,247.2,201.3,15.95,999.4691534
Paramentzelia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Mentzeliinae,Paramentzelia,Carnian,Rhaetian,237,201.3,23.27,2978.783584
Tethyspira,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Mentzeliinae,Tethyspira,Ladinian,Ladinian,242,237,53.84,33678.24007
Paralaballa,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Paralaballinae,Paralaballa,Carnian,Rhaetian,237,201.3,22.12,2572.756672
Calyptoria,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Spiriferininae,Calyptoria,Hettangian,Toarcian,201.3,174.1,17.99,1415.457517
Liospiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Spiriferininae,Liospiriferina,Hettangian,Toarcian,201.3,174.1,28.26,5223.854884
Mentzelioides,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Spiriferininae,Mentzelioides,Carnian,Rhaetian,237,201.3,56.19,38106.03293
Qinghaispiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Spiriferininae,Qinghaispiriferina,Anisian,Ladinian,247.2,237,16.035,1014.946662
Spiriferina,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Spiriferininae,Spiriferina,Hettangian,Toarcian,201.3,174.1,29.53,5931.833492
Triadispira,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Spiriferininae,Triadispira,Norian,Rhaetian,227,201.3,62.14,50977.32534
Viligella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Spiriferinoidea,Spiriferinidae,Spiriferininae,Viligella,Norian,Norian,227,208.5,37.06,11439.00775
Dimegelasma,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Dimegelasmidae,,Dimegelasma,Visean,Visean,346.7,330.9,49.64,26629.6361
Guilinospirifer,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Dimegelasmidae,,Guilinospirifer,Famennian,Tournaisian,372.2,346.7,25.67,3956.323562
Zeugopleura,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Dimegelasmidae,,Zeugopleura,Tournaisian,Tournaisian,358.9,346.7,26.9,4529.608914
Licharewia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Licharewia,Wuchiapingian,Changhsingian,259.1,251.9,54.26,34443.4486
Nahoniella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Nahoniella,Artinskian,Artinskian,290.1,283.5,49.13,25846.27218
Orulgania,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Orulgania,Bashkirian,Gzhelian,323.2,298.9,48.97,25603.65598
Penzhinella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Penzhinella,Wuchiapingian,Changhsingian,259.1,251.9,46.4,21908.44171
Permospirifer,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Permospirifer,Wuchiapingian,Changhsingian,259.1,251.9,46.89,22584.06617
Pyramidathyris,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Pyramidathyris,Asselian,Kungurian,298.9,272.95,73.58,83092.58124
Tumarinia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Tumarinia,Wuchiapingian,Changhsingian,259.1,251.9,54,33968.42243
Tuotalania,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Licharewiidae,,Tuotalania,Asselian,Kungurian,298.9,272.95,61.79,50151.5816
Asyrinxia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Asyrinxia,Tournaisian,Tournaisian,358.9,346.7,108.1,252692.842
Cundaria,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Cundaria,Artinskian,Artinskian,290.1,283.5,98.22,191532.3364
Cyrtella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Cyrtella,Asselian,Capitanian,298.9,259.1,107.3,247323.7495
Kyutepia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Kyutepia,Asselian,Kungurian,298.9,272.95,58.12666667,42028.37631
Myodelthyrium,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Myodelthyrium,Sakmarian,Artinskian,295,283.5,61.15,48664.37313
Pachycyrtella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Pachycyrtella,Sakmarian,Sakmarian,295,290.1,54.85,35537.46235
Permasyrinx,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Permasyrinx,Kasimovian,Artinskian,307,283.5,52.21,30813.93518
Primorewia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Primorewia,Kungurian,Roadian,283.5,268.8,119.22,335381.5276
Pseudosyringothyris,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Pseudosyringothyris,Asselian,Kungurian,298.9,272.95,98.42,192662.1194
Pseudosyrinx,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Pseudosyrinx,Tournaisian,Visean,358.9,330.9,57.31,40343.70699
Subansiria,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Subansiria,Bashkirian,Gzhelian,323.2,298.9,58.43,42665.63444
Sulcicosta,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Sulcicosta,Asselian,Changhsingian,298.9,251.9,38.91,13169.0753
Syrella,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Syrella,Artinskian,Artinskian,290.1,283.5,42.608,17122.11292
Verkhotomia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Verkhotomia,Tournaisian,Visean,358.9,330.9,42.97,17546.09318
Woolagia,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Permasyrinxinae,Woolagia,Artinskian,Artinskian,290.1,283.5,55.06,35932.27153
Septosyringothyris,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Septosyringothyridinae,Septosyringothyris,Tournaisian,Serpukhovian,358.9,323.2,43.02,17605.18804
Syringothyris,Rhynchonelliformea,Rhynchonellata,Spiriferinida,Spiriferinidina,Syringothyridoidea,Syringothyrididae,Syringothyridinae,Syringothyris,Famennian,Serpukhovian,372.2,323.2,68.04,66263.22104
Australiarcula,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Bouchardioidea,Bouchardiidae,,Australiarcula,Berriasian,Albian,145,100.5,16.195,1044.50444
Bouchardia,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Bouchardioidea,Bouchardiidae,,Bouchardia,Maastrichtian,Holocene,72.1,0,14.43,748.1970287
Bouchardiella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Bouchardioidea,Bouchardiidae,,Bouchardiella,Cenomanian,Chattian,100.5,23.03,11.26,365.2133831
Malleia,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Bouchardioidea,Bouchardiidae,,Malleia,Rupelian,Piacenzian,33.9,2.58,5.145,37.93817958
Neobouchardia,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Bouchardioidea,Bouchardiidae,,Neobouchardia,Rupelian,Piacenzian,33.9,2.58,4.378333333,23.79397858
Aulacothyropsis,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Aulacothyropsinae,Aulacothyropsis,Anisian,Rhaetian,247.2,201.3,15.64,944.3315228
Camerothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Aulacothyropsinae,Camerothyris,Anisian,Rhaetian,247.2,201.3,10.715,316.4105909
Coriothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Aulacothyropsinae,Coriothyris,Aalenian,Tithonian,174.1,145,15.58,933.8951567
Ornatothyrella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Aulacothyropsinae,Ornatothyrella,Norian,Norian,227,208.5,7.33,105.5641957
Smirnovina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Aulacothyropsinae,Smirnovina,Berriasian,Albian,145,100.5,12.545,499.1602697
Babukella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Babukellinae,Babukella,Carnian,Rhaetian,237,201.3,9.41,217.3585203
Hynniphoria,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Babukellinae,Hynniphoria,Oxfordian,Tithonian,163.5,145,6.45,72.93296071
Vandobiella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Aulacothyropsidae,Babukellinae,Vandobiella,Bathonian,Bathonian,168.3,166.1,9.8,244.4377102
Belothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Ecnomiosinae,Belothyris,Berriasian,Albian,145,100.5,20.87,2174.491929
Dzirulina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Ecnomiosinae,Dzirulina,Aptian,Albian,125,100.5,21.26,2294.065753
Vaniella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Ecnomiosinae,Vaniella,Aptian,Aptian,125,113,19.19,1705.998872
Aldingia,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Kingeninae,Aldingia,Ypresian,Priabonian,56,33.9,14.76666667,799.7886333
Dictyothyropsis,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Kingeninae,Dictyothyropsis,Oxfordian,Tithonian,163.5,145,6.524,75.37855794
Kingena,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Kingeninae,Kingena,Berriasian,Maastrichtian,145,66,11.115,351.7807029
Paraldingia,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Kingeninae,Paraldingia,Ypresian,Burdigalian,56,15.97,11.504,388.566802
Tulipina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Kingeninae,Tulipina,Berriasian,Albian,145,100.5,8.87,183.2186271
Zeuschneria,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Kingeninae,Zeuschneria,Oxfordian,Tithonian,163.5,145,7.373333333,107.378654
Zittelina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,Kingenidae,Kingeninae,Zittelina,Oxfordian,Albian,163.5,100.5,14.905,821.6434613
Trigonellina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kingenoidea,,,Trigonellina,Oxfordian,Tithonian,163.5,145,6.8375,86.33391993
Kraussina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kraussinoidea,Kraussinidae,,Kraussina,Zanclean,Holocene,5.333,0,27.07,4612.868977
Megerlia,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Kraussinoidea,Kraussinidae,,Megerlia,Aquitanian,Holocene,23.03,0,16.28,1060.433445
Jolonica,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Frenulinidae,Frenulininae,Jolonica,Aquitanian,Holocene,23.03,0,18.37,1503.639275
Kikaithyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Frenulinidae,Pictothyridinae,Kikaithyris,Zanclean,Pleistocene,5.333,0.0117,27.48,4817.776172
Pictothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Frenulinidae,Pictothyridinae,Pictothyris,Zanclean,Holocene,5.333,0,23.06,2901.722223
Dalligas,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Dalligadinae,Dalligas,Maastrichtian,Maastrichtian,72.1,66,5.03,35.53790864
Laqueus,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Laqueinae,Laqueus,Aquitanian,Holocene,23.03,0,43.96,18740.52323
Colinella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Parakingeninae,Colinella,Valanginian,Hauterivian,139.8,129.4,15.43,908.1350185
Langshanthyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Parakingeninae,Langshanthyris,Berriasian,Albian,145,100.5,13.285,589.1230434
Parakingena,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Parakingeninae,Parakingena,Berriasian,Maastrichtian,145,66,19.42,1765.789114
Rossithyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Parakingeninae,Rossithyris,Campanian,Campanian,83.6,72.1,11.78666667,416.8172741
Waconella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Parakingeninae,Waconella,Albian,Cenomanian,113,93.9,17.42,1289.639536
Eodallina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Terebrataliopsinae,Eodallina,Carnian,Rhaetian,237,201.3,7.2525,102.3693415
Hamptonina,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Terebrataliopsinae,Hamptonina,Aalenian,Callovian,174.1,163.5,5.373333333,43.01312565
Psilothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Terebrataliopsinae,Psilothyris,Berriasian,Maastrichtian,145,66,11.43,381.3840527
Terebrataliopsis,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Laqueidae,Terebrataliopsinae,Terebrataliopsis,Oxfordian,Albian,163.5,100.5,11.4,378.4970576
Arenaciarcula,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Gemmarculinae,Arenaciarcula,Aptian,Cenomanian,125,93.9,18.415,1514.313577
Choristothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Gemmarculinae,Choristothyris,Cenomanian,Maastrichtian,100.5,66,17.77,1365.987483
Gemmarcula,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Gemmarculinae,Gemmarcula,Berriasian,Maastrichtian,145,66,13.64,635.7978371
Helvetella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Gemmarculinae,Helvetella,Valanginian,Valanginian,139.8,132.9,17.48,1302.524167
Ismenia,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Gemmarculinae,Ismenia,Oxfordian,Albian,163.5,100.5,16.935,1188.537761
Oblongarcula,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Gemmarculinae,Oblongarcula,Hauterivian,Aptian,132.9,113,20.73,2132.584397
Ruegenella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Gemmarculinae,Ruegenella,Maastrichtian,Maastrichtian,72.1,66,15.65,946.0782986
Coptothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,Coptothyris,Aquitanian,Holocene,23.03,0,39.42,13674.34307
Dallinella,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,Dallinella,Aquitanian,Holocene,23.03,0,37.09,11465.80088
Diestothyris,Rhynchonelliformea,Rhynchonellata,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,Diestothyris,Aquitanian,Holocene,23.03,0,14.09333333,698.8324196
